DATAHORA,NUM_OCORRENCIA,COD_TIPO_OCORRENCIA,DESC_TIPO_OCORRENCIA,COD_SUBTIPO_OCORRENCIA,DESC_SUBTIPO_OCORRENCIA,BAIRRO,MUNICIPIO,ENDERECO,REFERENCIA,AREA,Y,X,LATITUDE,LONGITUDE,Ano,Mes,Dia,date,Hora_Completa,Periodo,lat,lng
20210106215348ES,M11837331,RECEPTAC,RECEPTACAO,default,,LINHA DO TIRO,RECIFE,R  URIEL DE HOLANDA 1177,"ANTIGO CAMPO DO CAFÃ‰ , ",11BPM,911431872,28988861,-800807881994.227,-349063412332559,2021,01,06,06-01-2021,9:53:00 PM,Noite,-8.00807881994227,-34.9063412332559
20210106220237ES,M11837342,ESCOLTA,ESCOLTA,ESCOLTA1,DE PRESO,,,,,21BPM,908993440,24721578,-822649844784.902,-35294568511098,2021,01,06,06-01-2021,10:02:00 PM,Noite,-8.22649844784902,-35.5294568511098
20210106221110ES,M11837365,RECEPTAC,RECEPTACAO,default,,,,,,21BPM,908993440,24721578,-822649844784.902,-35294568511098,2021,01,06,06-01-2021,10:11:00 PM,Noite,-8.22649844784902,-35.5294568511098
20210106221123ES,M11837367,DIRECAO2,DIRECAO PERIGOSA DE VEICULO,default,,,,,,24BPM,912197398,12790021,-792955467370.416,-363741316477206,2021,01,06,06-01-2021,10:11:00 PM,Noite,-7.92955467370416,-36.3741316477206
20210106221127ES,M11837368,AMEACA,AMEACA,MARIADAPENHA,MARIA DA PENHA,,,,,5BPM,896038382,-32803633,-932487779559.662,-405196421179546,2021,01,06,06-01-2021,10:11:00 PM,Noite,-9.32487779559662,-40.5196421179546
20210109090728ES,M11841293,OBJETO_L,OBJETO LOCALIZADO / ABANDONADO,default,,,,,,2BPM,914936127,24483871,-768926803489.769,-35313118657298,2021,01,09,09-01-2021,9:07:00 AM,Manhã,-7.68926803489769,-35.5313118657298
20210110091640ES,M11844841,CONTRABA,CONTRABANDO / DESCAMINHO,default,,,,,,8BPM,911964784,-19610867,-79164321353.201,-393031708886797,2021,01,10,10-01-2021,9:16:00 AM,Manhã,-7.79164321353201,-39.3031708886797
20210110091548ES,M11844840,RECEPTAC,RECEPTACAO,default,,,,,,3CIPM,916124665,28406045,-758358891752.727,-349572264703845,2021,01,10,10-01-2021,9:15:00 AM,Manhã,-7.58358891752727,-34.9572264703845
20210110092306ES,M11844846,AVERIGUA,AVERIGUACAO DE SUSPEITO,default,,PEIXINHOS,OLINDA,TV DA JIRIQUITI 192,POR TRAS BARRACA DO MATUTO,1BPM,911344731,29400482,-801612781767.845,-348690445225474,2021,01,10,10-01-2021,9:23:00 AM,Manhã,-8.01612781767845,-34.8690445225474
20210110195246ES,M11846218,AGRESSAO,AGRESSAO,MARIADAPENHA,MARIA DA PENHA,DOIS UNIDOS,RECIFE,R  VILA FLOR 889,PROX: BARRACA DE DAVID,11BPM,911521340,28919244,-799996128059.042,-349126174519691,2021,01,10,10-01-2021,7:52:00 PM,Noite,-7.99996128059042,-34.9126174519691
20210110195304ES,M11846221,MORTE,MORTE A ESCLARECER,default,,,,,,10BPM,902991326,20323990,-876632663291.361,-356972544458122,2021,01,10,10-01-2021,7:53:00 PM,Noite,-8.76632663291361,-35.6972544458122
20210110195425ES,M11846231,AVERIGUA,AVERIGUACAO DE SUSPEITO,default,,,,,,5BPM,896038382,-32803632,-932487779751.466,-405196420276801,2021,01,10,10-01-2021,7:54:00 PM,Noite,-9.32487779751466,-40.5196420276801
20210111083323ES,M11848002,AVERIGUA,AVERIGUACAO DE SUSPEITO,default,,CABANGA,RECIFE,AV  SUL, FRENTE A FABRICA GERALDO ARAUJO/MERCADO FIO TERRA,16BPM,910667080,29094951,-807726430638.242,-348970407409539,2021,01,11,11-01-2021,8:33:00 AM,Manhã,-8.07726430638242,-34.8970407409539
20210111084844ES,M11848010,PERTUBAC,PERTURBACAO TRABALHO OU SOSSEGO,RESIDENCIA,RESIDENCIA,MURIBECA,JABOATÃƒO DOS GUARARAPES,R DO GIRASOL 184,PREDIO NOVOS ,6BPM,909768001,28301876,-815820189245.206,-349693762253051,2021,01,11,11-01-2021,8:48:00 AM,Manhã,-8.15820189245206,-34.9693762253051
20210111084804ES,M11848008,CRIANCA,CRIANCA E ADOLESCENTE,CRIAD1,INFRATORA,,,,,9BPM,899128580,8795177,-910604026643.426,-367473518189581,2021,01,11,11-01-2021,8:48:00 AM,Manhã,-9.10604026643426,-36.7473518189581
20210111093105ES,M11848041,PERTUBAC,PERTURBACAO TRABALHO OU SOSSEGO,RESIDENCIA,RESIDENCIA,PIEDADE,JABOATÃƒO DOS GUARARAPES,R  ROSSINE ROOSEVELT DE ALBUQUERQUE 108,EDF. ARQUIVAR/APÃ“S A SMART FIT ,6BPM,909608172,28879474,-817290240285.264,-349170412769627,2021,01,11,11-01-2021,9:31:00 AM,Manhã,-8.17290240285264,-34.9170412769627
20210112003045ES,M11849116,VIAS_DE,VIAS DE FATO,MARIADAPENHA,MARIA DA PENHA,SANTANA,CAMARAGIBE,AV DR BELMINIO CORREIA 1035,APOS A BARRACA DE MANOEL CARECA,20BPM,911307808,28211918,-801896261940.407,-34976859250012,2021,01,12,12-01-2021,12:30:00 AM,Madrugada,-8.01896261940407,-34.4976859250012
20210113121830ES,M11850785,INTERDIC,INTERDICAO IRREGULAR DE VIA,TRAN15A,COM OBSTACULOS INCENDIADOS,AGUAS COMPRIDAS,OLINDA,ESTR DO CAENGA 505,PRX AO ARCO MIX|CASA DAS FRUTAS,1BPM,911553074,29118649,-799717574013.851,-348945193593945,2021,01,13,13-01-2021,12:18:00 PM,Tarde,-7.99717574013851,-34.8945193593945
20210113124608ES,M11850812,COLISAO1,COLISAO ENTRE VEICULOS,TRAN1C,SEM VITIMA,,,,,2BPM,914936127,24483871,-768926803489.769,-35313118657298,2021,01,13,13-01-2021,12:46:00 PM,Tarde,-7.68926803489769,-35.5313118657298
20210113131113ES,M11850842,AVERIGUA,AVERIGUACAO DE SUSPEITO,default,,BOA VISTA,RECIFE,AV  JOAO DE BARROS,PROX AO QUARTEL JOAO DE BARROS ,16BPM,911028659,29172165,-804460803195.024,-348898847601591,2021,01,13,13-01-2021,1:11:00 PM,Tarde,-8.04460803195024,-34.8898847601591
20210114153740ES,M11852377,RESGATE,RESGATE,RESG2,ANIMAL,CASA AMARELA,RECIFE,ESTR DO ARRAIAL 4370,EMPRESA CONFIARE /ANTIGO CLUBE DO AMERICA,11BPM,911209610,28830583,-802810558975.946,-34920790600101,2021,01,14,14-01-2021,3:37:00 PM,Tarde,-8.02810558975946,-34.4920790600101
20210114160311ES,M11852400,ENTORPEC,ENTORPECENTES E DROGAS AFINS,ENTORP5,OUTROS,,,,,10CIP,904090723,25880402,-867022542891.995,-351919352274429,2021,01,14,14-01-2021,4:03:00 PM,Tarde,-8.67022542891995,-35.1919352274429
20210114161705ES,M11852415,AMEACA,AMEACA,MARIADAPENHA,MARIA DA PENHA,JARDIM PAULISTA,PAULISTA,R  SESSENTA E QUATRO 125,"SENAC, BORRACHARIA, DP DE PAULISTA",17BPM,912104109,29084939,-79473451568.706,-348973470336116,2021,01,14,14-01-2021,4:17:00 PM,Tarde,-7.79473451568706,-34.8973470336116
20210115154306ES,M11853997,AGRESSAO,AGRESSAO,AGR1E,FISICA SEM LESAO CORPORAL,ZUMBI DO PACHECO,JABOATÃƒO DOS GUARARAPES,,BAR ALTAS HORAS / BAR PARADA OBRIGATÃ“RIA ,25BPM,910100277,28380794,-812819849187.025,-34962070022058,2021,01,15,15-01-2021,3:43:00 PM,Tarde,-8.12819849187025,-34.4962070022058
20210115163453ES,M11854061,ATROPELA,ATROPELAMENTO,default,,CENTRO(ITAPISSUMA),ITAPISSUMA,ROD  PE-035,PRÃ“X. A QUADRA POLIESPORTIVA,26BPM,913907747,29020141,-778425932691.493,-349024795744592,2021,01,15,15-01-2021,4:34:00 PM,Tarde,-7.78425932691493,-34.9024795744592
20210116120406ES,M11856322,AVERIGUA,AVERIGUACAO DE SUSPEITO,default,,,,,,21BPM,908993440,24721578,-822649844784.902,-35294568511098,2021,01,16,16-01-2021,12:04:00 PM,Tarde,-8.22649844784902,-35.5294568511098
20210116233737ES,M11858466,EMBRIAGU,EMBRIAGUEZ ALCOOLICA,default,,,,,,5BPM,896038382,-32803633,-932487779559.662,-405196421179546,2021,01,16,16-01-2021,11:37:00 PM,Noite,-9.32487779559662,-40.5196421179546
20210116235639ES,M11858573,AMEACA,AMEACA,MARIADAPENHA,MARIA DA PENHA,AREIAS,RECIFE,R  BARROS SOBRINHO 165,SENAI / POR TRÃS DO MERCADÃƒO,12BPM,910558230,28696104,-80869352690.675,-349332672359949,2021,01,16,16-01-2021,11:56:00 PM,Noite,-8.80869352690675,-34.9332672359949
20210117200730ES,M11861460,ENTORPEC,ENTORPECENTES E DROGAS AFINS,ENTORP7,TRAFICO,PIXETE,SÃƒO LOURENÃ‡O DA MATA,R  MANOEL CORREIA 1256,QUADRA DO PIXETE,20BPM,911570115,27429233,-799490404081.291,-350477242531294,2021,01,17,17-01-2021,8:07:00 PM,Noite,-7.99490404081291,-35.0477242531294
20210117202640ES,M11861558,AMEACA,AMEACA,AMEACA1,VERBAL,,,,,7BPM,911764527,-29207127,-792039371148.456,-401680433338936,2021,01,17,17-01-2021,8:26:00 PM,Noite,-7.92039371148456,-40.1680433338936
20210117202644ES,M11861559,RECEPTAC,RECEPTACAO,default,,MARANGUAPE I,PAULISTA,R  NELSON FERREIRA 32,ASSOCIAÃ‡ÃƒO DE MORADORES DE MARANGUAPE I,17BPM,912077082,29493557,-794995615080.146,-34860303024357,2021,01,17,17-01-2021,8:26:00 PM,Noite,-7.94995615080146,-34.4860303024357
20210117202559ES,M11861555,CRIANCA,CRIANCA E ADOLESCENTE,CRIAD2,VITIMA,JOANA BEZERRA,RECIFE,R  ITABAPOANA 12,PX CAMPO DO BARRO,16BPM,910753670,29058509,-806942080713.612,-349003098475248,2021,01,17,17-01-2021,8:25:00 PM,Noite,-8.06942080713612,-34.9003098475248
20210117202623ES,M11861557,ROUBO,ROUBO,12G,A TRANSEUNTE,ALTO DA MATERNIDADE,MORENO,R  ARGEMIRO NEPOMUCENO 162,MATERNIDADE ARMINDO MOURA,25BPM,910224019,26982572,-811638092647.089,-350888530843059,2021,01,17,17-01-2021,8:26:00 PM,Noite,-8.11638092647089,-35.0888530843059
20210117225405ES,M11862356,ENTORPEC,ENTORPECENTES E DROGAS AFINS,ENTORP6,PORTE,,,,,9BPM,899128580,8795177,-910604026643.426,-367473518189581,2021,01,17,17-01-2021,10:54:00 PM,Noite,-9.10604026643426,-36.7473518189581
20210118112723ES,M11863376,AGRESSAO,AGRESSAO,MARIADAPENHA,MARIA DA PENHA,BAIRRO NOVO,OLINDA,R BR_DE SAO BORJA 729,SUB ESTAÃ‡ÃƒO DA CELPE / R TRAS SUPERMERCADO EXTRABOM,1BPM,911619463,29620663,-799138000625.851,-348489621119658,2021,01,18,18-01-2021,11:27:00 AM,Manhã,-7.99138000625851,-34.8489621119658
20210118115123ES,M11863406,ENTREGA1,ENTREGA DE FILHO MENOR A PESSOA INIDONEA,default,,,,,,7BPM,911764527,-29207127,-792039371148.456,-401680433338936,2021,01,18,18-01-2021,11:51:00 AM,Manhã,-7.92039371148456,-40.1680433338936
20210118193049ES,M11863938,PROTECA1,PROTECAO DE PESSOAS,default,,,,,,8BPM,911964784,-19610867,-79164321353.201,-393031708886797,2021,01,18,18-01-2021,7:30:00 PM,Noite,-7.79164321353201,-39.3031708886797
20210118202458ES,M11864038,ENTORPEC,ENTORPECENTES E DROGAS AFINS,ENTORP6,PORTE,,,,,21BPM,908993440,24721578,-822649844784.902,-35294568511098,2021,01,18,18-01-2021,8:24:00 PM,Noite,-8.22649844784902,-35.5294568511098
20210119131641ES,M11864860,FURTO,FURTO,11A,DE VEICULO,ROSINA LABANCA,SÃƒO LOURENÃ‡O DA MATA,R  PARA 8,,20BPM,911672424,27523684,-798569792366.355,-350391130225334,2021,01,19,19-01-2021,1:16:00 PM,Tarde,-7.98569792366355,-35.0391130225334
20210119131317ES,M11864850,VEICULO1,VEICULO ROUBADO OU FURTADO / LOCALIZADO,default,,PEIXINHOS,PAULISTA,R PE JOSE DE ANCHIETA 133,AO LADO DO HOSPITAL CENTRAL,1BPM,911364775,29418937,-801432329308.305,-348673623991898,2021,01,19,19-01-2021,1:13:00 PM,Tarde,-8.01432329308305,-34.8673623991898
20210119231944ES,M11865649,INVASAO,INVASAO ,14A,A DOMICILIO,CAETES II,ABREU E LIMA,R  SETE 20,IGREJA BATISTA MISSIONARIA ,17BPM,912354006,28855956,-792465801207.629,-349180069430363,2021,01,19,19-01-2021,11:19:00 PM,Noite,-7.92465801207629,-34.9180069430363
20210120000800ES,M11865712,PERTUBAC,PERTURBACAO TRABALHO OU SOSSEGO,RESIDENCIA,RESIDENCIA,NOVA DESCOBERTA,RECIFE,R  RIVELANDIA,PADARIA E BAR DE PAULO/CORREGO DO ARCANJO,11BPM,911468468,28785720,-800468483369.015,-349247496074514,2021,01,20,20-01-2021,12:08:00 AM,Madrugada,-8.00468483369015,-34.9247496074514
20210120011228ES,M11865770,IMPORTUNACAO,IMPORTUNACAO SEXUAL,MULHER,CONTRA A MULHER,,,,,14BPM,911845930,-7606639,-794216611278.255,-382197434607745,2021,01,20,20-01-2021,1:12:00 AM,Madrugada,-7.94216611278255,-38.2197434607745
20210120170425ES,M11866358,AGRESSAO,AGRESSAO,MARIADAPENHA,MARIA DA PENHA,JIQUIA,RECIFE,R SD GRACILIANO 227,COLEGIO VISÃƒO,12BPM,910567376,28768984,-808613967225.896,-349266522225162,2021,01,20,20-01-2021,5:04:00 PM,Tarde,-8.08613967225896,-34.9266522225162
20210120164935ES,M11866346,VIAS_DE,VIAS DE FATO,MARIADAPENHA,MARIA DA PENHA,,,,,5BPM,896038382,-32803633,-932487779559.662,-405196421179546,2021,01,20,20-01-2021,4:49:00 PM,Tarde,-9.32487779559662,-40.5196421179546
20210120172617ES,M11866380,ENTORPEC,ENTORPECENTES E DROGAS AFINS,ENTORP7,TRAFICO,ENGENHO MARANGUAPE,PAULISTA,R FR CANECA 2,CAMPO DO DERO,17BPM,912450296,29657860,-791628097374.981,-348452526019829,2021,01,20,20-01-2021,5:26:00 PM,Tarde,-7.91628097374981,-34.8452526019829
20210120181326ES,M11866441,DIRECAO1,DIRECAO DE VEICULO SEM HABILITACAO,default,,,,,,23BPM,914126651,-1039928,-774358422564.402,-376238668776184,2021,01,20,20-01-2021,6:13:00 PM,Noite,-7.74358422564402,-37.6238668776184
20210120181329ES,M11866442,AGRESSAO,AGRESSAO,MARIADAPENHA,MARIA DA PENHA,,,,,7BPM,911764527,-29207127,-792039371148.456,-401680433338936,2021,01,20,20-01-2021,6:13:00 PM,Noite,-7.92039371148456,-40.1680433338936
20210120181609ES,M11866445,AMEACA,AMEACA,AMEACA1,VERBAL,,,,,5BPM,896038382,-32803633,-932487779559.662,-405196421179546,2021,01,20,20-01-2021,6:16:00 PM,Noite,-9.32487779559662,-40.5196421179546
20210120181620ES,M11866446,AGRESSAO,AGRESSAO,AGR1D,FISICA COM LESAO CORPORAL,,,,,7BPM,911764527,-29207127,-792039371148.456,-401680433338936,2021,01,20,20-01-2021,6:16:00 PM,Noite,-7.92039371148456,-40.1680433338936
20210121054623ES,M11867227,PRESO_PO,PRESO POR MANDADO DE PRISAO PREVENTIVA,default,,,,,,23BPM,914126651,-1039928,-774358422564.402,-376238668776184,2021,01,21,21-01-2021,5:46:00 AM,Madrugada,-7.74358422564402,-37.6238668776184
20210122032842ES,M11868564,EMBRIAGU,EMBRIAGUEZ ALCOOLICA,default,,,,,,11CIP,901743361,15807548,-887588787473.341,-361083104262011,2021,01,22,22-01-2021,3:28:00 AM,Madrugada,-8.87588787473341,-36.1083104262011
20210122034520ES,M11868567,VIAS_DE,VIAS DE FATO,MARIADAPENHA,MARIA DA PENHA,,,,,7BPM,911764527,-29207127,-792039371148.456,-401680433338936,2021,01,22,22-01-2021,3:45:00 AM,Madrugada,-7.92039371148456,-40.1680433338936
20210122041239ES,M11868579,CAPOTAME,CAPOTAMENTO DE VEICULO,TRAN2B,COM VITIMA FERIDA / PRESA EM FERRAGENS,CORREGO DO JENIPAPO,RECIFE,ROD  BR-101,"AO LADO DA INTEGRAÃ‡ÃƒO DA MACAXEIRA, SENTIDO PARAIBA",11BPM,911547559,28626056,-799746696177.702,-34939196297936,2021,01,22,22-01-2021,4:12:00 AM,Madrugada,-7.99746696177702,-34.4939196297936
20210122143900ES,M11869035,APOIO_PO,APOIO POLICIAL (PM-PC-BM),PM_VITIMA,POLICIAL MILITAR / VITIMA,,,,,14BPM,911845930,-7606639,-794216611278.255,-382197434607745,2021,01,22,22-01-2021,2:39:00 PM,Tarde,-7.94216611278255,-38.2197434607745
20210122150217ES,M11869058,PORTE,PORTE ILEGAL DE ARMA,default,,,,,,3BPM,905784389,3327904,-850021884520.259,-372368407276293,2021,01,22,22-01-2021,3:02:00 PM,Tarde,-8.50021884520259,-37.2368407276293
20210122212127ES,M11869742,FURTO,FURTO,11H,OUTRO,ESPINHEIRO,RECIFE,R MQ_DO PARANA 258,DEFRONTE A RADIO TRANSAMERICA,13BPM,911067120,29185030,-804113631258.456,-348887017486042,2021,01,22,22-01-2021,9:21:00 PM,Noite,-8.04113631258456,-34.8887017486042
20210122212620ES,M11869757,TENTATIV,TENTATIVA DE HOMICIDIO,default,,NOVA DESCOBERTA,RECIFE,R  CORREGO DO JOAQUIM 576,TERMINAL DE Ã”NIBUS DO CORREGO JOAQUIM,11BPM,911530569,28694913,-799903219233.805,-349329587720406,2021,01,22,22-01-2021,9:26:00 PM,Noite,-7.99903219233805,-34.9329587720406
20210122212558ES,M11869756,DIRECAO2,DIRECAO PERIGOSA DE VEICULO,default,,,,,,1CIP,904262189,-16534859,-861339794743.825,-390362866705957,2021,01,22,22-01-2021,9:25:00 PM,Noite,-8.61339794743825,-39.0362866705957
20210123110042ES,M11871148,ENTORPEC,ENTORPECENTES E DROGAS AFINS,ENTORP6,PORTE,,,,,5BPM,896038382,-32803633,-932487779559.662,-405196421179546,2021,01,23,23-01-2021,11:00:00 AM,Manhã,-9.32487779559662,-40.5196421179546
20210123110435ES,M11871152,AVERIGUA,AVERIGUACAO DE SUSPEITO,default,,MARANGUAPE II,PAULISTA,R  SESSENTA E QUATRO 296,MATA DO VALE DA PAZ,17BPM,912291682,29609572,-793060157165.621,-348496953183861,2021,01,23,23-01-2021,11:04:00 AM,Manhã,-7.93060157165621,-34.8496953183861
20210123110507ES,M11871153,APOIO_PO,APOIO POLICIAL (PM-PC-BM),BM_VITIMA,BOMBEIRO MILITAR / VITIMA,,,,,14BPM,911845930,-7606639,-794216611278.255,-382197434607745,2021,01,23,23-01-2021,11:05:00 AM,Manhã,-7.94216611278255,-38.2197434607745
20210123111133ES,M11871160,AMEACA,AMEACA,MARIADAPENHA,MARIA DA PENHA,GUARARAPES,JABOATÃƒO DOS GUARARAPES,R  ITAPIPOCA 18,18 - PROX. PADARIA SÃƒO GABRIEL - BARRACA DO SR LULA.,6BPM,909765477,28696534,-815860257979.727,-349335712605962,2021,01,23,23-01-2021,11:11:00 AM,Manhã,-8.15860257979727,-34.9335712605962
20210123111403ES,M11871163,DANO_/_D,DANO / DEPREDACAO,PAT_PRIV,PATRIMONIO PRIVADO,,,,,23BPM,914126651,-1039928,-774358422564.402,-376238668776184,2021,01,23,23-01-2021,11:14:00 AM,Manhã,-7.74358422564402,-37.6238668776184
20210123111412ES,M11871164,AMEACA,AMEACA,MARIADAPENHA,MARIA DA PENHA,,,,,9CIP,914780319,-32624034,-764450276670.007,-404706865367968,2021,01,23,23-01-2021,11:14:00 AM,Manhã,-7.64450276670007,-40.4706865367968
20210123131237ES,M11871305,AVERIGUA,AVERIGUACAO DE SUSPEITO,default,,,,,,23BPM,914126651,-1039928,-774358422564.402,-376238668776184,2021,01,23,23-01-2021,1:12:00 PM,Tarde,-7.74358422564402,-37.6238668776184
20210123131316ES,M11871307,ENTORPEC,ENTORPECENTES E DROGAS AFINS,ENTORP5,OUTROS,PEIXINHOS,OLINDA,AV PRES KENNEDY 2035,PX. CENTRO DA MODA,1BPM,911464323,29234650,-80052474896.733,-348840355995762,2021,01,23,23-01-2021,1:13:00 PM,Tarde,-8.80052474896733,-34.8840355995762
20210123132323ES,M11871314,ACIDENT1,ACIDENTE DE TRANSITO COM VEICS OFICIAIS,TRAN10A,COM VITIMA FERIDA/LIVRE DE FERRAGENS,OURO PRETO,OLINDA,ROD  PE-015,PROXIMO A INTEGRAÃ‡ÃƒO DE METRO DA PE-015.,1BPM,911802535,29456760,-797476222332.158,-348637521936792,2021,01,23,23-01-2021,1:23:00 PM,Tarde,-7.97476222332158,-34.8637521936792
20210123143206ES,M11871420,AMEACA,AMEACA,MARIADAPENHA,MARIA DA PENHA,LINHA DO TIRO,RECIFE,R VSC_DE ALCANTARA 48,"PÃ‡A DA CONVENÃ‡ÃƒO, ESCOLA ESTADUAL DE BEBERIBE",11BPM,911453387,29051064,-80061597915.148,-349006906600345,2021,01,23,23-01-2021,2:32:00 PM,Tarde,-8.80061597915148,-34.9006906600345
20210123144832ES,M11871443,ATRITO_V,ATRITO VERBAL,MARIADAPENHA,MARIA DA PENHA,,,,,9BPM,899128580,8795177,-910604026643.426,-367473518189581,2021,01,23,23-01-2021,2:48:00 PM,Tarde,-9.10604026643426,-36.7473518189581
20210123154953ES,M11871543,ATRITO_V,ATRITO VERBAL,MARIADAPENHA,MARIA DA PENHA,,,,,5BPM,896038382,-32803633,-932487779559.662,-405196421179546,2021,01,23,23-01-2021,3:49:00 PM,Tarde,-9.32487779559662,-40.5196421179546
20210123155446ES,M11871560,DIRECAO1,DIRECAO DE VEICULO SEM HABILITACAO,default,,,,,,5CIPM,908800756,21875385,-824235244545.179,-355528675623954,2021,01,23,23-01-2021,3:54:00 PM,Tarde,-8.24235244545179,-35.5528675623954
20210123155802ES,M11871567,AGRESSAO,AGRESSAO,AGR1F,OUTRAS,AREIAS,RECIFE,R  OITICICA LINS 798,PROX AO COLEGIO HEROIS ,12BPM,910433592,28679737,-809819587754.674,-349348056819378,2021,01,23,23-01-2021,3:58:00 PM,Tarde,-8.09819587754674,-34.9348056819378
20210123165214ES,M11871677,MAUS_TRA,MAUS TRATOS,MAUST3,A ANIMAIS,VARZEA,RECIFE,R  TORRES HOMEM 730,PROX PADARIA DOIS IRMAOS/FRENTE AO NUMERO 855,12BPM,911095216,28464937,-80382908918.943,-349540035883711,2021,01,23,23-01-2021,4:52:00 PM,Tarde,-8.80382908918943,-34.9540035883711
20210123170156ES,M11871696,AGRESSAO,AGRESSAO,MARIADAPENHA,MARIA DA PENHA,BEIRA MAR II,IGARASSU,R  ALEX NUNES MACHADO 61,COLEGIO IARA RIBEIRO,26BPM,913414776,29062714,-782884419178.298,-3489882168166,2021,01,23,23-01-2021,5:01:00 PM,Tarde,-7.82884419178298,-34.3489882168166
20210123180656ES,M11871850,DIRECAO2,DIRECAO PERIGOSA DE VEICULO,default,,,,,,3BPM,905784389,3327904,-850021884520.259,-372368407276293,2021,01,23,23-01-2021,6:06:00 PM,Noite,-8.50021884520259,-37.2368407276293
20210125004701ES,M11877662,INVASAO,INVASAO ,14A,A DOMICILIO,,,,,5BPM,896038382,-32803633,-932487779559.662,-405196421179546,2021,01,25,25-01-2021,12:47:00 AM,Madrugada,-9.32487779559662,-40.5196421179546
20210125004702ES,M11877663,PERTUBAC,PERTURBACAO TRABALHO OU SOSSEGO,RESIDENCIA,RESIDENCIA,CENTRO (CARUARU),CARUARU,TRAVESSA  BEM AMADA QUITERIA 9,PROX A DELEGACIA DO MONTE / ,4BPM,908309375,17233753,-828383823731.762,-359741594685748,2021,01,25,25-01-2021,12:47:00 AM,Madrugada,-8.28383823731762,-35.9741594685748
20210125085148ES,M11878039,AMEACA,AMEACA,MARIADAPENHA,MARIA DA PENHA,FRAGOSO,PAULISTA,AV  FORTALEZA 10,PROX AO ANTIGO BAR DO PAULISTA/ARMAZEM DOIS IRMAOS,17BPM,911948443,29487386,-796158356057.831,-348609151036013,2021,01,25,25-01-2021,8:51:00 AM,Manhã,-7.96158356057831,-34.8609151036013
20210125083900ES,M11878030,PERTUBAC,PERTURBACAO TRABALHO OU SOSSEGO,RESIDENCIA,RESIDENCIA,BAIRRO DOS ESTADOS,CAMARAGIBE,R  BOM JESUS 401,POR TRAS DA ASSE. DEUS / BRUNO GAS ,20BPM,911249388,28197178,-802423741930.451,-349782216212416,2021,01,25,25-01-2021,8:39:00 AM,Manhã,-8.02423741930451,-34.9782216212416
20210125085159ES,M11878040,AGRESSAO,AGRESSAO,MARIADAPENHA,MARIA DA PENHA,COHAB,RECIFE,AV STA FE 505,POSTO DE SAUDE UR 2 / ANTES PADARIA FLOR DO IBURA ,19BPM,910202480,28466710,-811899671136.076,-349542310444737,2021,01,25,25-01-2021,8:51:00 AM,Manhã,-8.11899671136076,-34.9542310444737
20210125100728ES,M11878110,AGRESSAO,AGRESSAO,MARIADAPENHA,MARIA DA PENHA,,,,,14BPM,911845930,-7606639,-794216611278.255,-382197434607745,2021,01,25,25-01-2021,10:07:00 AM,Manhã,-7.94216611278255,-38.2197434607745
20210125105328ES,M11878154,RECEPTAC,RECEPTACAO,default,,,,,,24BPM,912197398,12790021,-792955467370.416,-363741316477206,2021,01,25,25-01-2021,10:53:00 AM,Manhã,-7.92955467370416,-36.3741316477206
20210125102940ES,M11878126,ATRITO_V,ATRITO VERBAL,default,,JARDIM PIEDADE,JABOATÃƒO DOS GUARARAPES,R  ILHEUS 260,IGREJA DO LORETO,6BPM,909489793,28750717,-818354864569.413,-349287750653477,2021,01,25,25-01-2021,10:29:00 AM,Manhã,-8.18354864569413,-34.9287750653477
20210125111315ES,M11878170,PRESO_PO,PRESO POR MANDADO DE PRISAO PREVENTIVA,default,,,,,,5BPM,896038382,-32803633,-932487779559.662,-405196421179546,2021,01,25,25-01-2021,11:13:00 AM,Manhã,-9.32487779559662,-40.5196421179546
20210125111440ES,M11878173,AVERIGUA,AVERIGUACAO DE SUSPEITO,default,,PRAZERES,JABOATÃƒO DOS GUARARAPES,ROD  BR-101,EM FRENTE AO POSTO DISLUB/SENTIDO ; CABO,6BPM,909702694,28657426,-816426136412.936,-34937146792016,2021,01,25,25-01-2021,11:14:00 AM,Manhã,-8.16426136412936,-34.4937146792016
20210125111957ES,M11878179,AVERIGUA,AVERIGUACAO DE SUSPEITO,default,,,,,,7BPM,911764527,-29207127,-792039371148.456,-401680433338936,2021,01,25,25-01-2021,11:19:00 AM,Manhã,-7.92039371148456,-40.1680433338936
20210125111503ES,M11878174,AVERIGUA,AVERIGUACAO DE SUSPEITO,default,,,,,,15BPM,908755733,14916144,-824190376607.607,-361839878538653,2021,01,25,25-01-2021,11:15:00 AM,Manhã,-8.24190376607607,-36.1839878538653
20210125111521ES,M11878175,FURTO,FURTO,11C,A TRANSEUNTE,,,,,6CIPM,911823857,22253496,-796938122535.191,-35516869655155,2021,01,25,25-01-2021,11:15:00 AM,Manhã,-7.96938122535191,-35.5516869655155
20210125121526ES,M11878244,PERTUBAC,PERTURBACAO TRABALHO OU SOSSEGO,VEICULO,VEICULO EM VIA PUBLICA,BOA VIAGEM,RECIFE,R JORN ADETH LEITE,CONJUNTO PERNAMBUCANO ,19BPM,910398172,29200653,-810161940827.759,-348875654475062,2021,01,25,25-01-2021,12:15:00 PM,Tarde,-8.10161940827759,-34.8875654475062
20210125123723ES,M11878265,FURTO,FURTO,11D,EM RESIDENCIA,,,,,9BPM,899128580,8795177,-910604026643.426,-367473518189581,2021,01,25,25-01-2021,12:37:00 PM,Tarde,-9.10604026643426,-36.7473518189581
